assessment_id,student_id,course_id,score,attempt_date
22745,40238,8,48,9/24/2021
22746,19101,56,99,8/9/2022
22747,45260,54,28,5/27/2024
22748,3526,147,89,4/6/2023
22749,45419,124,95,1/24/2022
22750,13558,166,55,7/15/2023
22751,12319,3,49,2/21/2024
22752,37713,105,69,1/12/2022
22753,17013,166,12,6/5/2023
22754,101,113,94,12/2/2022
22755,9148,118,99,10/29/2022
22756,13447,156,38,5/13/2022
22757,15182,103,11,3/3/2021
22758,5807,138,6,3/17/2024
22759,515,23,87,11/9/2020
22760,30750,4,16,12/11/2021
22761,30405,196,9,11/30/2020
22762,22946,19,18,5/10/2023
22763,43896,63,15,8/28/2023
22764,42290,158,90,8/6/2020
22765,33864,174,85,8/22/2022
22766,36850,145,42,3/7/2023
22767,42899,148,54,1/11/2022
22768,150,48,4,10/22/2021
22769,16225,84,82,9/24/2023
22770,10982,126,30,4/12/2022
22771,14266,8,90,7/12/2022
22772,27447,81,11,6/13/2022
22773,19919,80,98,8/6/2023
22774,19959,114,80,4/20/2022
22775,2236,67,74,2/13/2023
22776,24932,66,66,9/11/2024
22777,859,5,55,3/3/2021
22778,49783,115,78,11/25/2020
22779,36434,63,97,12/14/2022
22780,26168,85,100,9/15/2020
22781,48201,171,91,9/16/2021
22782,15376,71,10,12/11/2020
22783,30655,8,33,7/13/2024
22784,10023,90,65,1/17/2023
22785,31276,155,50,1/5/2023
22786,591,200,17,3/1/2023
22787,42817,83,12,10/7/2024
22788,15034,27,70,12/9/2020
22789,9519,164,86,10/25/2024
22790,31665,141,98,11/22/2024
22791,15800,31,7,11/22/2023
22792,30290,183,90,5/30/2023
22793,36149,97,33,4/4/2021
22794,10286,141,23,6/19/2023
22795,49551,138,97,6/28/2024
22796,30741,196,27,4/29/2021
22797,25785,157,29,3/29/2024
22798,39396,168,37,6/29/2022
22799,22328,59,93,1/9/2022
22800,40660,165,89,1/28/2024
22801,32834,164,49,8/23/2023
22802,38933,116,34,10/14/2023
22803,23862,144,6,12/25/2020
22804,3606,47,30,5/21/2023
22805,32889,97,49,5/7/2023
22806,16485,196,82,9/13/2020
22807,33856,45,17,9/12/2023
22808,35168,84,85,6/18/2021
22809,20242,163,9,4/24/2021
22810,4583,84,17,8/17/2020
22811,1056,32,64,11/23/2023
22812,5652,107,2,7/31/2023
22813,25094,99,65,4/14/2023
22814,1725,59,76,10/26/2024
22815,41969,200,4,8/7/2020
22816,25092,195,72,9/20/2024
22817,21712,48,34,11/2/2021
22818,8263,37,46,3/20/2024
22819,19331,117,54,3/25/2023
22820,26447,66,62,11/14/2024
22821,24505,73,57,9/16/2024
22822,47534,20,13,1/7/2021
22823,9015,14,31,12/10/2022
22824,36552,82,0,4/13/2023
22825,32744,22,42,1/31/2023
22826,32237,157,38,1/13/2021
22827,11923,3,16,4/14/2023
22828,29082,107,7,5/7/2023
22829,8473,117,83,7/14/2020
22830,33107,125,35,9/2/2020
22831,17790,140,3,9/23/2021
22832,44214,9,49,6/12/2022
22833,13140,63,11,5/18/2021
22834,19715,40,31,7/24/2020
22835,33918,71,7,7/4/2024
22836,18393,41,21,2/14/2023
22837,28613,174,36,7/13/2024
22838,7279,134,66,11/2/2023
22839,13968,152,77,5/4/2024
22840,40430,88,50,10/23/2023
22841,17159,179,20,11/6/2024
22842,40681,127,42,9/2/2021
22843,27147,103,40,3/17/2024
22844,13816,147,41,7/7/2023
22845,20009,92,77,5/10/2023
22846,22308,113,50,8/2/2022
22847,3076,185,23,5/10/2021
22848,21047,85,79,12/2/2022
22849,7959,182,10,1/24/2024
22850,24483,191,15,11/12/2023
22851,8771,31,90,5/1/2021
22852,43630,162,88,2/1/2021
22853,12771,87,46,2/14/2024
22854,34113,34,87,10/20/2023
22855,6825,100,4,8/8/2024
22856,7332,161,7,12/18/2021
22857,9116,31,30,7/9/2024
22858,649,76,94,10/27/2023
22859,11509,5,96,12/13/2024
22860,43695,46,57,8/6/2023
22861,12827,155,83,8/19/2021
22862,41652,64,4,7/4/2024
22863,75,166,78,5/1/2020
22864,48860,193,9,12/25/2023
22865,18216,10,96,2/2/2021
22866,12955,29,100,9/11/2022
22867,13253,8,74,8/10/2021
22868,36603,76,94,12/10/2024
22869,24986,135,89,4/17/2020
22870,31262,71,99,12/30/2024
22871,40919,148,95,7/7/2021
22872,5900,101,69,5/30/2022
22873,48912,79,75,7/7/2024
22874,37090,171,16,8/17/2022
22875,7884,33,66,8/28/2024
22876,45512,179,96,11/12/2024
22877,17494,109,17,12/9/2020
22878,15633,43,77,7/30/2020
22879,5839,133,25,10/11/2023
22880,10902,39,18,8/28/2024
22881,28924,196,83,4/21/2021
22882,39906,44,39,6/18/2024
22883,19507,64,84,8/24/2021
22884,13514,13,41,8/27/2020
22885,14312,64,16,1/22/2024
22886,46439,184,67,4/14/2021
22887,38989,84,4,7/28/2020
22888,26880,121,89,7/3/2022
22889,39960,17,61,2/20/2024
22890,39885,41,80,9/6/2021
22891,17521,200,60,6/30/2023
22892,39233,81,35,9/27/2024
22893,15730,164,77,10/18/2023
22894,5130,85,48,5/21/2021
22895,40408,96,93,4/19/2023
22896,32224,54,91,10/24/2021
22897,41315,62,63,8/10/2023
22898,27882,115,71,7/27/2022
22899,48361,62,48,8/5/2021
22900,41976,50,79,2/15/2021
22901,6113,17,54,11/17/2022
22902,2233,120,55,9/30/2021
22903,18559,120,4,8/13/2020
22904,23829,175,1,4/4/2023
22905,11992,136,92,3/27/2021
22906,47789,141,42,6/9/2021
22907,47943,130,61,7/9/2022
22908,22510,44,22,8/31/2022
22909,23317,67,79,1/31/2022
22910,31382,4,84,12/23/2024
22911,25351,192,92,3/2/2024
22912,48589,52,57,3/5/2022
22913,31563,118,16,4/7/2022
22914,617,97,80,2/13/2021
22915,28134,131,72,2/14/2022
22916,37268,161,68,4/19/2022
22917,49575,156,66,3/16/2020
22918,27511,42,100,7/24/2020
22919,39429,62,23,8/26/2024
22920,30252,144,10,12/27/2023
22921,1785,33,95,9/1/2024
22922,23038,149,62,2/23/2023
22923,20866,124,68,9/21/2020
22924,24779,138,25,3/14/2023
22925,35973,48,95,1/24/2021
22926,36384,78,51,1/19/2022
22927,6930,53,62,11/17/2024
22928,21811,15,20,1/31/2023
22929,44326,128,46,12/8/2020
22930,38973,19,16,1/31/2021
22931,37962,157,53,7/26/2022
22932,23242,167,90,3/17/2021
22933,38986,134,71,8/29/2023
22934,14899,23,10,9/22/2021
22935,36542,93,17,6/4/2024
22936,25073,200,63,4/19/2022
22937,18566,158,46,6/1/2021
22938,38613,117,96,3/12/2020
22939,48975,30,95,5/15/2023
22940,9682,135,41,10/2/2021
22941,7247,5,6,3/5/2024
22942,1454,44,51,6/17/2022
22943,9059,153,95,7/21/2023
22944,25040,20,25,1/4/2024
22945,43559,26,1,8/8/2022
22946,38149,71,81,3/20/2024
22947,32925,146,4,10/28/2021
22948,3947,43,23,1/25/2020
22949,48553,153,39,10/26/2023
22950,45686,50,8,2/17/2024
22951,34161,4,65,10/30/2022
22952,7175,138,6,4/18/2023
22953,38223,64,58,5/18/2021
22954,4140,69,80,1/25/2020
22955,5949,188,17,1/26/2022
22956,20701,5,67,1/22/2024
22957,38423,179,94,6/18/2023
22958,4638,189,39,10/23/2022
22959,30527,179,10,10/10/2021
22960,48334,61,90,12/13/2021
22961,10728,66,41,6/22/2020
22962,16999,169,41,1/27/2021
22963,24387,175,79,11/11/2020
22964,13878,149,23,7/20/2021
22965,36377,135,63,12/6/2023
22966,22194,129,5,12/14/2020
22967,16916,146,83,5/22/2022
22968,25821,101,60,10/25/2022
22969,40521,66,81,12/6/2022
22970,34479,97,24,5/3/2021
22971,44250,81,72,8/1/2023
22972,33245,53,38,10/16/2020
22973,21477,175,75,1/4/2023
22974,34906,108,60,7/27/2020
22975,9025,79,1,8/13/2023
22976,26482,17,21,9/23/2020
22977,11643,51,40,3/10/2022
22978,18299,149,91,12/13/2020
22979,7842,149,50,4/8/2022
22980,6645,48,46,1/31/2024
22981,30476,199,63,4/25/2024
22982,12949,191,50,3/9/2022
22983,38736,121,2,8/29/2020
22984,44824,71,99,1/15/2021
22985,30381,29,89,11/30/2022
22986,12273,186,86,2/19/2021
22987,19837,83,28,1/25/2023
22988,39954,161,60,8/27/2021
22989,17491,105,30,3/14/2022
22990,24519,1,65,8/2/2020
22991,44852,174,12,1/13/2021
22992,41417,176,79,2/6/2021
22993,39367,138,40,3/30/2020
22994,45723,8,21,6/25/2021
22995,28774,132,98,3/31/2022
22996,7816,73,74,5/19/2023
22997,18513,160,36,11/23/2024
22998,40242,90,80,5/16/2021
22999,5875,166,50,2/5/2022
23000,8761,47,96,4/28/2024
23001,31384,138,27,4/3/2020
23002,13104,189,81,8/24/2020
23003,49574,113,100,9/9/2020
23004,21664,19,49,2/13/2022
23005,22989,115,71,11/3/2024
23006,26632,27,49,3/1/2023
23007,40547,66,99,5/2/2022
23008,22128,166,6,5/22/2021
23009,28000,90,2,9/29/2023
23010,11529,157,81,9/25/2021
23011,11833,79,81,1/2/2023
23012,5567,154,60,11/29/2020
23013,16347,10,43,5/20/2023
23014,738,189,50,6/1/2024
23015,17359,128,78,8/22/2020
23016,3868,94,10,1/31/2024
23017,48368,22,47,12/9/2023
23018,3455,112,55,11/19/2020
23019,24727,63,57,7/18/2024
23020,35051,149,27,9/30/2024
23021,7915,37,1,3/27/2021
23022,36312,33,3,10/8/2020
23023,23493,28,6,12/17/2023
23024,21993,12,34,6/19/2020
23025,32492,154,50,12/9/2022
23026,11782,114,35,9/6/2020
23027,17523,176,36,10/27/2022
23028,49876,112,18,8/18/2022
23029,17448,42,100,10/24/2020
23030,8742,113,49,10/18/2024
23031,7134,104,13,4/18/2021
23032,2617,81,5,11/24/2022
23033,39040,71,3,11/4/2020
23034,45733,171,90,1/11/2023
23035,48929,27,40,2/7/2021
23036,31900,40,89,9/4/2022
23037,12417,122,3,9/23/2021
23038,36029,35,4,12/19/2024
23039,42298,118,80,3/5/2022
23040,2115,174,100,10/4/2020
23041,30754,107,64,9/25/2021
23042,3022,35,93,6/16/2020
23043,8981,165,51,7/28/2020
23044,45041,119,70,2/7/2023
23045,15548,192,68,8/20/2020
23046,14527,198,55,9/25/2022
23047,41738,22,79,3/31/2022
23048,5438,32,47,10/16/2023
23049,43642,109,70,3/13/2024
23050,46023,107,71,11/6/2020
23051,31649,100,30,10/26/2024
23052,39255,37,54,11/15/2023
23053,38808,179,80,1/11/2020
23054,23436,68,50,12/26/2024
23055,30067,193,97,1/24/2020
23056,26122,123,40,4/15/2021
23057,28286,121,40,5/26/2022
23058,1721,19,95,11/24/2021
23059,45662,60,0,2/15/2020
23060,48088,89,54,9/14/2022
23061,41600,12,35,6/28/2023
23062,41241,158,8,10/17/2021
23063,4502,34,71,7/13/2020
23064,29328,54,75,2/4/2023
23065,31969,177,54,10/18/2020
23066,42780,36,42,12/30/2024
23067,24545,60,64,8/22/2024
23068,26829,92,65,7/27/2021
23069,43704,164,42,6/15/2023
23070,37755,68,47,11/21/2024
23071,28320,151,18,2/7/2024
23072,12636,132,25,10/23/2022
23073,41461,167,72,7/15/2021
23074,1891,46,85,1/15/2023
23075,24767,59,58,8/30/2024
23076,18514,35,9,8/29/2022
23077,47828,178,83,12/9/2024
23078,31993,104,46,12/10/2020
23079,42499,124,7,7/17/2020
23080,38719,125,16,3/10/2020
23081,10406,172,48,1/22/2022
23082,8136,192,75,8/20/2021
23083,21334,165,23,7/26/2023
23084,71,156,66,7/29/2022
23085,22541,120,6,4/11/2020
23086,2711,83,79,8/9/2024
23087,587,20,28,11/23/2024
23088,23691,145,21,2/13/2023
23089,29480,85,45,9/8/2021
23090,2922,41,32,3/29/2024
23091,21905,185,68,6/29/2023
23092,36764,48,57,7/16/2024
23093,21446,35,35,10/14/2020
23094,20496,32,34,7/7/2023
23095,21585,29,35,11/6/2021
23096,32172,87,17,4/1/2022
23097,49089,150,68,8/11/2020
23098,10704,197,63,10/24/2023
23099,755,80,94,8/28/2021
23100,49900,192,45,7/5/2024
23101,44755,145,11,2/25/2024
23102,15219,191,41,1/8/2023
23103,33920,175,76,3/3/2022
23104,3667,27,98,3/14/2022
23105,4128,196,7,10/15/2022
23106,1170,11,59,7/6/2020
23107,7904,122,44,10/4/2020
23108,43154,145,60,12/16/2021
23109,24792,176,97,5/7/2021
23110,44409,77,93,8/30/2020
23111,6040,40,51,7/31/2021
23112,2479,7,61,11/28/2020
23113,2200,38,97,6/18/2024
23114,12964,133,83,10/9/2022
23115,46637,55,15,4/5/2022
23116,16355,194,89,10/16/2023
23117,5790,82,2,6/4/2020
23118,1108,178,49,8/3/2022
23119,37531,85,15,12/6/2024
23120,36794,141,88,12/16/2023
23121,38336,113,35,10/3/2021
23122,785,117,2,1/2/2022
23123,45800,31,50,4/29/2020
23124,46672,181,47,8/17/2023
23125,36910,68,73,5/8/2024
23126,1387,183,1,10/4/2021
23127,29408,136,100,4/15/2020
23128,5675,123,10,6/20/2023
23129,22809,145,13,4/8/2024
23130,25707,50,15,12/18/2023
23131,26729,52,37,11/25/2023
23132,9058,173,78,9/21/2020
23133,22354,129,96,7/7/2020
23134,3947,115,55,5/9/2020
23135,23959,104,57,7/4/2023
23136,17759,88,97,12/3/2020
23137,22654,98,89,6/11/2022
23138,37708,133,48,12/5/2022
23139,27043,53,45,6/29/2023
23140,23549,136,76,7/9/2023
23141,1827,114,8,9/8/2023
23142,23797,47,38,5/6/2021
23143,47360,197,30,5/4/2022
23144,6686,158,79,8/7/2022
23145,19008,52,100,12/17/2024
23146,18358,198,92,7/7/2024
23147,35393,21,67,10/9/2021
23148,20482,117,43,12/30/2023
23149,33565,73,36,11/13/2023
23150,1232,174,4,6/17/2024
23151,13385,57,67,9/2/2021
23152,16943,58,25,6/6/2020
23153,20192,149,82,4/11/2020
23154,17734,44,58,10/17/2020
23155,45090,11,61,1/22/2021
23156,37992,97,32,3/29/2024
23157,21299,56,62,3/3/2023
23158,32722,47,91,8/9/2022
23159,30913,188,80,11/7/2024
23160,11506,92,33,1/2/2020
23161,43357,143,52,10/1/2023
23162,15836,79,3,6/26/2023
23163,8102,8,36,5/18/2020
23164,40912,44,13,11/17/2022
23165,31319,132,94,1/3/2020
23166,31146,129,82,1/4/2024
23167,20064,165,93,3/6/2021
23168,18103,12,25,6/7/2020
23169,17406,187,57,3/31/2022
23170,23169,114,36,3/8/2020
23171,33701,138,95,12/26/2023
23172,43241,162,27,4/6/2021
23173,31067,39,56,8/12/2022
23174,27183,135,53,6/9/2024
23175,45944,144,28,10/28/2023
23176,14582,101,87,6/19/2021
23177,21235,196,86,9/28/2022
23178,13426,84,68,4/5/2023
23179,43316,123,47,4/7/2022
23180,47358,134,39,1/16/2023
23181,26972,12,87,12/5/2021
23182,37377,174,93,4/7/2021
23183,38912,187,76,8/28/2024
23184,3617,184,68,1/10/2023
23185,26726,178,40,6/13/2022
23186,2366,180,1,2/8/2024
23187,34039,108,18,4/1/2022
23188,48840,115,58,10/21/2022
23189,8499,195,41,11/17/2023
23190,32773,62,81,8/27/2020
23191,36955,179,9,7/31/2023
23192,30126,159,66,1/29/2024
23193,22908,27,54,7/2/2022
23194,30163,90,12,8/2/2024
23195,33088,15,5,7/17/2023
23196,14835,125,66,12/22/2022
23197,40428,99,66,8/31/2020
23198,3399,34,36,9/2/2021
23199,21831,28,11,6/7/2023
23200,46794,137,85,10/25/2020
23201,44789,76,46,2/19/2024
23202,35047,102,56,9/4/2021
23203,5968,135,75,1/17/2023
23204,37111,99,1,4/25/2023
23205,40292,109,2,3/2/2020
23206,11840,161,43,12/23/2020
23207,9128,98,73,1/16/2022
23208,15134,186,75,6/26/2022
23209,17989,188,17,6/27/2021
23210,45522,48,90,8/25/2022
23211,6474,173,8,5/16/2024
23212,36355,157,37,12/3/2021
23213,46397,62,23,5/3/2022
23214,22471,191,38,6/4/2020
23215,984,186,9,10/22/2024
23216,15097,54,86,1/18/2021
23217,27178,78,8,3/22/2023
23218,33409,182,60,5/14/2023
23219,7309,140,41,11/7/2020
23220,32469,187,92,7/28/2024
23221,12263,129,11,7/16/2021
23222,41586,14,97,6/3/2022
23223,7174,176,24,8/2/2020
23224,48590,163,59,7/16/2024
23225,28284,84,97,10/17/2024
23226,24203,15,15,10/1/2020
23227,43256,90,63,12/2/2020
23228,32085,104,68,4/30/2020
23229,47690,73,26,2/22/2021
23230,38079,72,20,8/7/2022
23231,34725,161,100,12/21/2020
23232,49265,66,24,8/29/2021
23233,30195,172,75,10/19/2021
23234,29670,30,90,10/19/2021
23235,39608,18,98,8/24/2024
23236,13940,182,42,4/22/2023
23237,2844,77,72,12/26/2020
23238,23879,49,19,6/15/2022
23239,21665,113,97,8/13/2022
23240,6899,1,96,7/31/2020
23241,8340,67,74,12/2/2023
23242,46331,113,56,12/13/2021
23243,11065,10,45,5/19/2022
23244,17826,106,9,10/11/2023
23245,42968,115,52,9/23/2021
23246,12428,139,38,4/14/2022
23247,41834,122,27,2/2/2020
23248,27775,61,83,3/17/2023
23249,8480,108,24,11/7/2024
23250,47065,141,100,9/28/2021
23251,18695,195,32,5/2/2023
23252,30158,178,82,1/13/2022
23253,21201,200,70,10/3/2022
23254,38591,119,25,6/28/2020
23255,6107,181,46,3/29/2021
23256,23843,137,37,3/23/2021
23257,8385,174,32,3/18/2020
23258,33786,120,80,7/30/2022
23259,29120,113,70,1/8/2024
23260,37317,73,46,3/15/2021
23261,34563,91,39,10/14/2021
23262,32380,17,34,11/22/2020
23263,10807,116,93,4/20/2024
23264,42108,123,30,5/21/2022
23265,9575,142,55,11/5/2021
23266,30575,143,53,9/14/2022
23267,9697,29,24,2/6/2022
23268,21144,70,41,8/19/2020
23269,42296,148,0,8/3/2024
23270,7048,7,31,1/17/2020
23271,41081,8,30,8/14/2021
23272,16071,120,81,5/10/2022
23273,24023,76,63,4/6/2022
23274,33940,157,100,11/10/2021
23275,11790,121,93,4/19/2020
23276,21899,6,61,5/5/2024
23277,49175,43,31,8/17/2021
23278,2563,1,55,8/19/2021
23279,8431,36,16,12/24/2022
23280,3973,200,16,12/18/2024
23281,45302,129,98,8/13/2024
23282,4539,70,84,7/24/2022
23283,49858,151,47,11/28/2024
23284,1326,55,23,2/23/2022
23285,17569,3,91,8/31/2022
23286,36355,95,76,5/21/2020
23287,48746,66,24,7/3/2020
23288,20725,181,88,7/24/2021
23289,19276,200,2,11/7/2020
23290,4980,33,66,8/7/2022
23291,34537,8,32,5/30/2023
23292,35731,87,28,10/7/2022
23293,2520,76,99,5/28/2024
23294,49748,145,21,8/27/2022
23295,32898,95,42,6/18/2022
23296,42646,79,27,6/12/2023
23297,16797,135,5,6/29/2024
23298,4423,7,65,9/20/2020
23299,5518,92,97,3/29/2020
23300,44058,152,9,4/23/2024
23301,8157,163,91,12/13/2021
23302,34228,36,74,12/10/2024
23303,12745,119,91,5/19/2023
23304,48481,141,91,10/11/2024
23305,32185,10,92,8/22/2021
23306,39588,173,57,12/23/2021
23307,14778,40,65,6/26/2022
23308,37346,167,27,4/30/2020
23309,30657,197,89,8/11/2021
23310,7655,93,22,12/30/2024
23311,10507,138,34,3/24/2020
23312,2456,58,82,9/1/2023
23313,11762,120,72,12/23/2022
23314,13950,86,32,11/24/2024
23315,10608,187,96,6/19/2020
23316,14160,154,19,11/8/2021
23317,35306,68,52,3/16/2020
23318,21017,16,32,6/3/2022
23319,35149,59,91,8/17/2024
23320,44195,76,4,5/14/2024
23321,22271,148,20,10/7/2020
23322,2545,73,44,6/6/2023
23323,11257,122,65,5/7/2023
23324,45784,74,89,7/9/2024
23325,38,15,63,8/29/2024
23326,30193,164,76,10/10/2021
23327,29200,54,88,3/30/2020
23328,5452,31,73,1/4/2021
23329,4212,29,78,11/21/2024
23330,4678,55,45,2/20/2023
23331,28405,159,78,5/2/2021
23332,9312,100,5,6/15/2022
23333,27112,81,85,5/2/2022
23334,30357,79,64,12/27/2024
23335,16479,84,0,7/16/2023
23336,45647,1,90,6/20/2020
23337,5102,16,28,4/6/2020
23338,48464,14,80,11/17/2024
23339,47516,36,96,8/4/2022
23340,36111,62,72,3/27/2021
23341,44981,48,73,9/24/2021
23342,22284,17,46,4/21/2024
23343,35374,179,77,10/28/2022
23344,47487,173,99,7/3/2023
23345,9020,72,68,5/18/2020
23346,23678,6,99,9/24/2020
23347,44170,31,66,2/6/2020
23348,26081,44,65,11/11/2022
23349,9606,49,4,5/22/2023
23350,26132,12,92,4/8/2022
23351,41278,42,95,8/9/2021
23352,20608,62,74,3/10/2023
23353,9572,10,87,10/29/2022
23354,4293,198,51,5/17/2021
23355,21328,48,55,8/4/2024
23356,19420,115,72,3/15/2024
23357,8527,119,92,12/10/2022
23358,15032,25,37,9/4/2023
23359,13898,160,54,4/25/2023
23360,21741,73,63,8/26/2022
23361,19353,154,26,11/10/2024
23362,4786,32,56,7/9/2022
23363,9053,13,53,1/17/2021
23364,9748,109,35,4/20/2021
23365,48612,133,73,2/1/2024
23366,16147,57,24,8/26/2023
23367,12480,12,25,8/30/2023
23368,12245,72,2,7/18/2024
23369,48472,14,44,3/8/2023
23370,32358,72,16,10/30/2023
23371,33178,137,34,5/8/2023
23372,28755,198,65,5/13/2021
23373,48779,143,44,5/19/2022
23374,35168,151,64,12/31/2023
23375,20534,108,49,6/13/2023
23376,22688,189,79,7/5/2023
23377,34340,179,78,12/10/2020
23378,39917,127,1,11/25/2023
23379,25019,171,14,11/30/2023
23380,27817,91,33,4/19/2024
23381,42791,53,91,12/30/2021
23382,41535,73,59,3/4/2023
23383,33606,77,91,5/1/2023
23384,48904,12,77,2/21/2022
23385,19901,77,73,2/8/2021
23386,371,64,52,5/31/2021
23387,330,80,90,1/10/2022
23388,9654,106,45,4/1/2022
23389,23121,186,1,1/9/2022
23390,32681,142,50,3/15/2023
23391,40498,48,94,6/23/2020
23392,12402,170,25,8/11/2022
23393,24265,105,45,6/24/2024
23394,41952,199,38,7/6/2023
23395,49169,46,6,3/13/2024
23396,19515,149,26,6/1/2023
23397,9058,74,57,11/21/2022
23398,16796,52,15,6/13/2021
23399,36021,19,65,9/7/2024
23400,23347,58,34,11/25/2021
23401,36222,118,76,12/14/2022
23402,32812,146,89,12/4/2022
23403,23453,2,91,1/9/2023
23404,35644,33,8,6/27/2024
23405,41593,121,5,12/2/2020
23406,13051,64,15,1/21/2023
23407,45492,165,1,2/13/2020
23408,18255,160,52,9/17/2022
23409,38656,52,48,11/8/2023
23410,35118,64,90,10/27/2021
23411,31724,189,78,11/19/2024
23412,14398,92,78,9/24/2022
23413,44114,4,77,2/26/2021
23414,6648,65,34,1/18/2023
23415,40202,163,79,7/24/2023
23416,47339,44,86,10/2/2022
23417,32583,68,75,2/1/2020
23418,582,105,59,5/16/2022
23419,30567,62,14,1/17/2021
23420,14334,148,52,7/24/2024
23421,9543,102,5,7/20/2022
23422,35951,150,34,6/12/2023
23423,43308,7,67,9/21/2021
23424,19536,151,89,4/29/2021
23425,43852,46,37,7/9/2022
23426,39725,45,49,7/3/2024
23427,26466,178,96,3/26/2024
23428,17025,174,62,7/13/2024
23429,18397,84,43,6/16/2020
23430,11135,30,0,5/30/2024
23431,27130,49,50,6/11/2020
23432,23348,100,37,6/13/2024
23433,39475,28,32,6/23/2023
23434,27434,15,97,3/2/2024
23435,23233,120,94,7/4/2021
23436,27036,11,96,2/2/2023
23437,46165,180,86,11/1/2021
23438,6007,165,56,5/6/2022
23439,8239,137,73,2/4/2023
23440,6037,149,71,10/31/2022
23441,33007,184,66,8/5/2023
23442,49025,124,93,1/10/2023
23443,2569,174,88,6/28/2023
23444,40384,73,81,4/22/2020
23445,34565,51,96,4/10/2021
23446,45238,184,35,12/14/2023
23447,49255,27,21,1/19/2021
23448,32171,104,64,6/30/2022
23449,12386,157,12,3/17/2022
23450,23251,139,20,2/19/2023
23451,33993,39,46,5/22/2021
23452,38793,106,17,8/24/2022
23453,16084,70,13,12/25/2024
23454,31096,113,15,9/14/2023
23455,27201,22,64,5/17/2024
23456,26871,8,2,7/25/2024
23457,13349,1,47,3/29/2022
23458,36544,154,36,3/19/2022
23459,18540,125,12,9/29/2024
23460,44017,54,48,7/14/2024
23461,43260,50,23,9/26/2024
23462,25315,17,58,10/7/2022
23463,703,59,10,11/8/2021
23464,7213,10,28,9/17/2024
23465,28511,166,65,7/11/2020
23466,21872,14,47,5/2/2021
23467,9124,74,25,2/17/2021
23468,45811,144,39,6/14/2021
23469,16634,74,59,11/14/2023
23470,36808,141,51,12/23/2020
23471,16219,168,5,9/21/2021
23472,22116,82,10,2/24/2021
23473,7191,83,74,1/30/2020
23474,15071,184,27,2/21/2021
23475,715,119,9,1/22/2021
23476,29157,139,29,4/11/2020
23477,24967,89,97,5/31/2022
23478,34579,10,34,12/3/2024
23479,25512,128,41,1/22/2023
23480,6637,28,0,3/31/2024
23481,5050,199,22,10/8/2022
23482,11819,4,39,6/10/2020
23483,37200,10,13,9/26/2022
23484,12816,35,36,12/18/2023
23485,34446,173,50,5/21/2020
23486,42033,174,63,11/15/2022
23487,45497,29,82,5/30/2022
23488,22651,29,52,6/3/2023
23489,13829,153,30,8/17/2022
23490,14993,60,27,11/25/2022
23491,17915,125,27,9/17/2021
23492,18185,41,61,6/23/2021
23493,30833,155,77,5/16/2022
23494,27272,191,34,1/22/2020
23495,43701,98,11,8/25/2023
23496,8577,151,59,8/11/2023
23497,20424,117,47,1/13/2021
23498,16488,66,16,2/14/2021
23499,32199,151,74,6/13/2021
23500,19753,3,42,9/15/2021
23501,21191,158,82,8/16/2021
23502,44883,104,28,3/24/2021
23503,28354,83,78,3/16/2024
23504,20119,42,48,2/23/2021
23505,18741,150,47,11/22/2021
23506,28042,147,65,12/28/2021
23507,47670,104,74,5/21/2020
23508,23951,137,6,4/12/2023
23509,6001,6,7,4/26/2020
23510,31234,117,49,6/27/2020
23511,40884,16,39,6/10/2023
23512,13338,41,90,11/5/2020
23513,35254,65,96,1/5/2022
23514,45149,134,66,9/1/2023
23515,8042,135,10,5/21/2021
23516,19454,41,88,6/13/2022
23517,1777,97,3,1/19/2023
23518,23172,153,14,1/27/2022
23519,31246,113,19,9/9/2024
23520,7119,57,66,9/5/2020
23521,36410,197,28,8/30/2022
23522,19974,44,81,1/14/2022
23523,30984,52,74,12/11/2020
23524,37981,108,31,5/7/2021
23525,16862,197,33,5/10/2022
23526,46105,100,39,7/6/2023
23527,14939,69,24,9/2/2021
23528,23012,110,21,5/6/2024
23529,17392,97,60,3/16/2023
23530,34991,61,7,11/26/2023
23531,31085,154,50,9/17/2022
23532,6340,15,8,2/25/2022
23533,43977,5,62,3/3/2024
23534,28173,10,16,6/23/2020
23535,36422,106,55,4/8/2023
23536,49793,120,99,11/15/2023
23537,49040,129,69,3/16/2021
23538,2259,41,48,6/17/2024
23539,906,94,54,11/8/2022
23540,12054,101,30,2/28/2022
23541,32819,45,2,5/20/2021
23542,1510,91,43,2/10/2020
23543,24813,4,51,8/2/2024
23544,26710,180,70,9/13/2022
23545,20757,9,23,8/4/2021
23546,45867,198,59,2/26/2024
23547,38508,59,70,10/5/2023
23548,19598,197,64,3/12/2023
23549,35380,126,35,4/5/2020
23550,9648,4,88,3/29/2023
23551,35873,41,82,9/24/2021
23552,22881,61,87,2/26/2023
23553,46048,80,65,5/24/2020
23554,12373,111,85,1/24/2023
23555,10132,109,4,7/7/2020
23556,35973,196,88,4/12/2021
23557,46560,184,67,12/28/2023
23558,23498,185,17,12/11/2022
23559,38110,10,72,9/9/2023
23560,11947,192,26,5/3/2020
23561,3683,172,79,2/28/2024
23562,24680,158,25,9/17/2020
23563,46547,115,87,7/23/2021
23564,12620,83,25,8/28/2024
23565,976,161,22,7/29/2023
23566,46538,152,46,8/9/2024
23567,13557,58,42,3/8/2022
