enrollment_id,student_id,course_id,enroll_date,status
25252,45811,50,2023-12-15,dropped
25253,26971,13,2020-03-06,active
25254,41936,66,2020-11-19,dropped
25255,49587,810,2023-12-14,dropped
25256,55368,27,2021-11-18,active
25257,27014,15,2021-01-05,dropped
25258,33400,39,2020-07-10,INVALID
25259,358910,197,2022-03-04,active
25260,46295,81,2024-03-24,active
25261,42582,20,2022-04-04,completed
25262,48850,12,2023-08-29,active
25263,48757,50,2022-07-23,completed
25264,45118,17,2022-11-01,completed
25265,226,164,2022-02-28,dropped
25266,28283,71,2024-04-25,completed
25267,19317,1420,2024-10-30,dropped
25268,51892,184,2021-11-01,INVALID
25269,7042,154,2023-04-26,completed
25270,38336,112,2023-07-18,dropped
25271,26247,158,2023-01-09,active
25272,43756,97,2023-08-11,INVALID
25273,25123,970,2024-09-28,dropped
25274,43817,69,2021-01-06,INVALID
25275,16734,179,2023-10-29,dropped
25276,42525,42,2021-01-30,completed
25277,29996,1290,2021-01-26,dropped
25278,27584,68,2020-06-08,dropped
25279,808,1490,2021-05-12,active
25280,50282,128,2021-07-01,active
25281,33846,95,2024-08-18,active
25282,6751,560,2022-09-20,active
25283,18251,135,2023-01-14,completed
25284,8341,29,2022-03-03,dropped
25285,14159,108,2020-04-23,active
25286,42126,178,2021-05-17,dropped
25287,43598,172,2022-08-05,active
25288,14750,24,2020-09-30,completed
25289,27174,106,2022-09-26,dropped
25290,32394,158,2024-08-01,active
25291,206470,1090,2024-12-19,dropped
25292,52831,1120,2023-01-06,completed
25293,39268,77,2024-11-19,dropped
25294,32544,52,2020-06-02,completed
25295,54070,52,2023-05-20,dropped
25296,36286,89,2024-05-17,dropped
25297,44560,27,2020-07-01,completed
25298,28530,78,2024-06-23,completed
25299,22400,183,2021-06-21,completed
25300,22528,17,2021-08-14,INVALID
25301,46796,79,2023-06-05,completed
25302,614,110,2024-12-28,active
25303,11876,1500,2023-04-15,active
25304,35424,138,2022-11-30,completed
25305,5398,147,2020-05-02,dropped
25306,8727,50,2021-03-27,completed
25307,41989,155,2020-09-24,completed
25308,44140,570,2022-01-06,INVALID
25309,52189,25,2022-03-05,completed
25310,33308,141,2024-03-02,dropped
25311,34265,176,2021-09-14,dropped
25312,21747,136,2022-12-19,completed
25313,19693,137,2020-02-08,active
25314,26981,50,2021-11-25,dropped
25315,35694,72,2023-11-18,completed
25316,9116,155,2023-11-07,INVALID
25317,33119,3,2021-01-03,active
25318,27493,150,2022-07-15,dropped
25319,41958,1800,2024-05-21,completed
25320,33553,450,2024-08-01,completed
25321,15437,85,2024-01-02,dropped
25322,40782,10,2021-07-26,dropped
25323,13559,140,2024-11-23,completed
25324,11544,9,2024-03-07,active
25325,534170,109,2022-12-08,active
25326,34099,83,2020-08-09,active
25327,32381,26,2024-08-25,completed
25328,33776,78,2024-04-08,completed
25329,39005,460,2023-11-14,dropped
25330,50609,128,2021-11-19,dropped
25331,9765,62,2022-07-13,completed
25332,28950,90,2024-11-05,dropped
25333,49892,68,2022-05-08,dropped
25334,8932,145,2023-08-22,active
25335,42041,193,2022-07-23,completed
25336,27758,64,2020-04-27,completed
25337,51350,161,2024-04-03,INVALID
25338,30438,92,2023-08-12,INVALID
25339,18746,25,2021-06-09,completed
25340,44435,1000,2023-04-27,INVALID
25341,209730,38,2023-07-20,INVALID
25342,49168,164,2020-07-11,dropped
25343,51796,188,2020-09-10,dropped
25344,9860,62,2022-11-03,completed
25345,12011,137,2024-03-07,dropped
25346,40790,20,2024-08-31,active
25347,53900,161,2023-06-26,active
25348,226660,92,2022-11-17,active
25349,42557,131,2020-09-24,dropped
25350,52620,47,2021-08-25,active
25351,49325,154,2022-08-26,dropped
25352,14594,85,2022-07-26,dropped
25353,2961,152,2021-08-18,dropped
25354,25893,18,2024-10-15,dropped
25355,43406,123,2022-11-22,dropped
25356,51014,74,2024-12-13,active
25357,37778,174,2021-05-23,completed
25358,4371,62,2020-04-29,active
25359,483820,101,2024-10-26,dropped
25360,50286,30,2022-05-30,dropped
25361,20627,19,2021-04-27,dropped
25362,17103,75,2024-02-14,dropped
25363,41100,170,2022-08-23,dropped
25364,13380,166,2020-05-12,completed
25365,336740,61,2022-03-19,active
25366,32035,76,2021-04-11,active
25367,43670,32,2023-11-06,completed
25368,49383,76,2021-09-24,dropped
25369,49640,190,2021-11-01,active
25370,44295,133,2020-10-25,completed
25371,10348,139,2022-09-16,dropped
25372,50427,96,2022-07-24,INVALID
25373,48992,55,2021-06-14,dropped
25374,49624,134,2021-11-16,dropped
25375,35254,176,2024-01-01,active
25376,48993,98,2024-04-11,INVALID
25377,32943,163,2020-01-18,completed
25378,23344,33,2020-05-24,dropped
25379,486530,80,2023-11-08,completed
25380,18620,195,2021-07-01,active
25381,52327,30,2021-12-12,dropped
25382,43953,7,2021-06-24,dropped
25383,536,390,2020-05-04,dropped
25384,5343,148,2023-09-14,dropped
25385,37744,1860,2020-01-30,active
25386,545720,161,2024-01-26,dropped
25387,41203,114,2024-02-16,active
25388,19507,460,2022-03-27,dropped
25389,35398,82,2023-02-15,active
25390,44177,7,2024-02-16,completed
25391,45048,173,2020-06-16,active
25392,46489,68,2024-07-09,dropped
25393,13485,132,2024-08-04,completed
25394,51322,124,2020-11-17,completed
25395,31064,190,2021-04-19,active
25396,7883,97,2024-11-22,active
25397,9351,13,2021-05-04,active
25398,14956,102,2024-01-26,INVALID
25399,1236,20,2024-06-20,INVALID
25400,55321,69,2021-01-25,dropped
25401,31203,155,2021-09-10,INVALID
25402,17773,65,2023-12-09,active
25403,3400,210,2021-09-06,INVALID
25404,26523,199,2023-11-16,dropped
25405,11939,71,2022-11-16,completed
25406,18959,87,2024-07-03,dropped
25407,23333,110,2021-06-17,dropped
25408,31200,175,2024-10-11,dropped
25409,37270,34,2020-11-29,dropped
25410,15070,153,2020-11-25,active
25411,54605,77,2021-06-22,completed
25412,58810,168,2023-11-17,dropped
25413,28548,1090,2023-07-22,dropped
25414,10340,25,2024-08-06,dropped
25415,352890,47,2021-03-19,active
25416,7433,152,2021-01-20,INVALID
25417,40359,29,2020-10-18,completed
25418,14042,194,2023-02-18,completed
25419,47759,193,2021-03-06,dropped
25420,33672,145,2022-03-21,INVALID
25421,3158,12,2023-05-16,completed
25422,23966,167,2021-04-07,INVALID
25423,367450,158,2021-07-14,active
25424,28282,40,2020-12-07,dropped
25425,20099,67,2024-11-19,dropped
25426,21310,186,2020-05-16,completed
25427,38055,61,2020-12-21,completed
25428,41346,197,2023-05-08,completed
25429,275620,198,2021-09-27,completed
25430,14642,134,2022-05-11,completed
25431,23174,129,2023-05-19,active
25432,35885,88,2022-02-06,completed
25433,11558,198,2020-06-09,active
25434,45746,94,2021-08-22,active
25435,49669,64,2021-08-13,dropped
25436,40244,108,2021-08-07,active
25437,26075,95,2024-01-23,completed
25438,30212,175,2020-04-28,active
25439,23389,158,2020-10-16,dropped
25440,11191,178,2021-02-16,dropped
25441,11605,6,2022-06-14,INVALID
25442,12902,141,2021-08-21,completed
25443,23968,40,2023-09-01,dropped
25444,30761,110,2022-04-01,completed
25445,20438,64,2024-10-27,dropped
25446,5169,35,2021-06-21,active
25447,34413,55,2022-08-26,active
25448,299820,137,2020-05-30,active
25449,51640,113,2023-08-11,active
25450,41895,197,2024-11-09,active
25451,46616,183,2021-04-21,completed
25452,28331,134,2022-12-29,completed
25453,13350,39,2020-05-13,INVALID
25454,2021,165,2024-06-13,completed
25455,35622,145,2021-07-26,active
25456,47835,147,2023-07-30,completed
25457,21640,34,2021-06-19,completed
25458,32096,30,2021-07-07,active
25459,16409,151,2020-12-20,completed
25460,27509,152,2020-09-22,dropped
25461,45646,182,2022-07-17,active
25462,53617,153,2021-01-05,INVALID
25463,17898,121,2022-10-29,INVALID
25464,38405,104,2020-04-12,completed
25465,15179,87,2021-09-22,active
25466,21943,5,2020-09-28,INVALID
25467,50662,111,2022-09-30,active
25468,49041,171,2020-03-25,active
25469,45760,177,2021-10-31,completed
25470,9206,2,2022-02-01,dropped
25471,48058,139,2022-09-04,INVALID
25472,2602,134,2021-02-09,INVALID
25473,26205,150,2020-06-19,dropped
25474,11020,39,2024-01-12,completed
25475,22723,137,2020-04-05,active
25476,50698,138,2024-03-06,INVALID
25477,214270,82,2020-08-07,dropped
25478,43079,134,2022-01-16,active
25479,17531,56,2021-01-28,dropped
25480,23681,72,2022-01-11,completed
25481,3919,57,2023-02-14,active
25482,2713,171,2023-09-09,dropped
25483,44459,17,2020-05-06,dropped
25484,12997,146,2020-01-06,active
25485,17920,195,2020-01-12,dropped
25486,55041,140,2024-01-12,INVALID
25487,3285,114,2024-12-04,active
25488,543870,20,2020-05-28,completed
25489,46937,5,2023-05-30,active
25490,35407,183,2023-06-04,dropped
25491,30146,60,2023-11-01,completed
25492,51337,174,2020-05-18,completed
25493,29238,48,2020-11-19,active
25494,11350,94,2024-12-13,active
25495,41831,168,2020-08-16,completed
25496,71,89,2023-06-30,active
25497,12002,108,2024-03-21,completed
25498,53618,150,2022-09-07,active
25499,6648,116,2020-11-11,completed
25500,2254,67,2021-10-11,active
25501,393550,142,2023-06-19,dropped
25502,11508,159,2022-07-13,dropped
25503,41267,173,2020-03-18,dropped
25504,33752,300,2021-05-13,active
25505,28463,140,2020-10-26,active
25506,9101,169,2021-06-04,dropped
25507,13343,197,2020-11-27,dropped
25508,19903,157,2023-03-02,active
25509,41588,175,2021-10-05,dropped
25510,42540,109,2020-07-06,dropped
25511,29580,3,2022-03-27,dropped
25512,479710,109,2021-08-26,dropped
25513,33685,33,2021-08-10,dropped
25514,22318,122,2021-11-29,dropped
25515,20516,62,2023-11-08,active
25516,45438,31,2023-06-17,completed
25517,35854,55,2024-09-11,completed
25518,36568,126,2022-08-24,completed
25519,6563,167,2022-06-08,active
25520,53593,35,2024-05-18,active
25521,4378,161,2020-06-01,INVALID
25522,409180,170,2020-08-03,dropped
25523,3079,3,2021-02-09,active
25524,29673,120,2024-05-16,dropped
25525,2992,880,2021-02-21,dropped
25526,47727,171,2023-10-03,INVALID
25527,50283,70,2023-02-04,dropped
25528,31402,79,2024-08-30,dropped
25529,2957,124,2020-07-24,completed
25530,25854,122,2020-12-21,active
25531,9045,460,2021-08-13,dropped
25532,15601,157,2020-10-13,active
25533,44683,116,2023-03-16,active
25534,23188,91,2024-06-08,dropped
25535,6372,4,2022-03-20,dropped
25536,24605,102,2022-04-12,dropped
25537,6205,61,2022-12-05,dropped
25538,51015,37,2024-04-18,completed
25539,29976,156,2020-06-04,active
25540,30913,13,2021-01-19,dropped
25541,11774,166,2023-03-05,active
25542,47944,127,2023-05-12,completed
25543,18529,6,2020-01-17,dropped
25544,1529,10,2020-05-24,completed
25545,37108,100,2024-01-12,active
25546,16700,104,2022-05-22,INVALID
25547,213070,1760,2023-10-03,INVALID
25548,128250,11,2020-08-05,dropped
25549,43410,109,2021-07-29,dropped
25550,54579,150,2020-02-06,completed
25551,19736,31,2020-10-03,dropped
25552,176270,147,2020-08-24,completed
25553,34051,84,2022-08-13,completed
25554,50480,87,2020-06-30,completed
25555,36283,131,2024-12-13,completed
25556,51503,164,2024-06-01,dropped
25557,8507,60,2021-12-31,active
25558,13040,30,2021-07-06,completed
25559,17775,48,2022-05-09,completed
25560,27708,197,2021-05-05,completed
25561,8174,109,2024-10-13,active
25562,44358,153,2021-03-07,dropped
25563,341570,24,2024-11-03,active
25564,8771,49,2024-08-24,completed
25565,39331,30,2022-01-18,dropped
25566,48825,142,2020-12-03,completed
25567,39353,108,2021-08-31,INVALID
25568,41706,89,2024-12-11,completed
25569,19897,27,2020-08-23,completed
25570,8989,164,2024-12-14,active
25571,10714,124,2023-01-08,completed
25572,9749,91,2022-02-10,active
25573,14624,47,2022-01-17,active
25574,516950,170,2022-12-21,completed
25575,66070,8,2021-07-27,completed
25576,33079,55,2022-11-20,completed
25577,36897,8,2020-08-16,completed
25578,33386,137,2023-01-07,completed
25579,41725,157,2023-05-22,active
25580,4113,1010,2022-11-17,completed
25581,13818,161,2022-07-27,INVALID
25582,53317,65,2021-08-04,completed
25583,5716,139,2021-10-13,active
25584,7461,6,2021-04-19,dropped
25585,34507,145,2023-10-02,completed
25586,27256,1920,2020-02-23,completed
25587,25151,186,2020-12-19,active
25588,29603,114,2023-12-14,INVALID
25589,38644,22,2020-01-27,completed
25590,30745,95,2022-02-25,completed
25591,26555,133,2023-02-11,dropped
25592,15371,73,2023-06-16,dropped
25593,13351,123,2021-03-24,active
25594,25316,61,2020-02-15,dropped
25595,13243,119,2021-09-07,completed
25596,38262,22,2020-01-16,active
25597,28180,70,2021-09-21,active
25598,47795,190,2020-08-01,INVALID
25599,53541,197,2023-09-07,completed
25600,17859,157,2024-10-08,INVALID
25601,12188,74,2020-02-22,active
25602,31266,130,2020-05-11,dropped
25603,40438,171,2024-04-24,active
25604,43847,178,2023-07-24,completed
25605,42452,59,2021-07-26,INVALID
25606,51550,137,2021-10-01,dropped
25607,349540,37,2021-06-09,INVALID
25608,20038,77,2020-09-17,completed
25609,35445,108,2022-08-29,completed
25610,31104,165,2022-06-11,INVALID
25611,36724,179,2024-09-09,active
25612,528,159,2021-02-27,completed
25613,16872,66,2024-10-08,active
25614,24083,71,2020-09-28,INVALID
25615,86560,76,2022-10-17,completed
25616,7926,62,2022-02-25,active
25617,52445,141,2021-07-03,active
25618,8535,188,2020-06-29,dropped
25619,9754,15,2020-05-20,completed
25620,6443,159,2023-01-01,completed
25621,5703,155,2021-04-03,dropped
25622,23822,92,2021-10-01,dropped
25623,22607,98,2022-04-06,dropped
25624,18071,940,2021-09-06,active
25625,29633,1740,2023-01-29,active
25626,24934,161,2022-04-15,dropped
25627,13272,91,2022-03-04,active
25628,18131,24,2021-02-15,completed
25629,48678,164,2020-01-02,active
25630,42832,75,2020-02-02,INVALID
25631,7446,1120,2022-09-30,active
25632,50579,78,2023-12-18,dropped
25633,27164,61,2022-10-29,INVALID
25634,47218,52,2020-01-07,dropped
25635,46315,30,2022-06-27,completed
25636,17752,164,2023-11-17,active
25637,145170,31,2021-07-01,completed
25638,19564,164,2023-08-04,active
25639,14235,186,2020-04-07,completed
25640,25979,160,2021-12-18,active
25641,10878,110,2020-11-10,active
25642,19942,62,2021-09-07,completed
25643,48624,194,2023-07-23,completed
25644,25924,43,2023-06-07,active
25645,45029,390,2021-08-14,completed
25646,35284,58,2020-04-23,active
25647,12664,36,2021-09-10,dropped
25648,5749,34,2023-02-11,dropped
25649,5406,20,2020-12-09,completed
25650,45519,64,2020-11-07,active
25651,9323,1300,2020-11-10,active
25652,45013,62,2024-09-13,active
25653,22922,179,2023-03-17,dropped
25654,7085,75,2023-11-02,active
25655,20074,100,2024-06-11,completed
25656,13408,195,2022-11-22,INVALID
25657,16634,57,2021-07-11,active
25658,12950,182,2024-09-08,dropped
25659,45688,40,2023-05-26,completed
25660,32949,143,2020-03-26,active
25661,1850,189,2023-03-20,completed
25662,49652,70,2024-08-04,dropped
25663,6805,21,2024-09-05,INVALID
25664,82600,98,2023-08-28,dropped
25665,20375,6,2020-03-16,completed
25666,4116,177,2023-09-11,dropped
25667,24828,51,2023-03-10,completed
25668,23337,370,2022-01-19,dropped
25669,77160,105,2023-10-18,INVALID
25670,502460,175,2020-02-03,dropped
25671,6338,1170,2024-05-22,completed
25672,53993,189,2020-04-18,completed
25673,48338,49,2022-02-21,dropped
25674,7431,94,2023-04-14,dropped
25675,40419,166,2024-07-28,active
25676,39639,46,2023-03-14,active
25677,47576,69,2020-11-17,active
25678,29563,28,2020-02-12,completed
25679,29893,18,2021-06-28,active
25680,131740,170,2021-12-07,dropped
25681,41482,47,2021-04-15,completed
25682,28543,76,2021-07-14,completed
25683,10778,92,2022-09-22,dropped
25684,1277,192,2021-08-28,dropped
25685,17755,48,2023-04-09,active
25686,28220,147,2024-05-16,INVALID
25687,44119,70,2024-08-12,dropped
25688,15338,128,2023-04-20,completed
25689,41501,67,2021-03-09,active
25690,26264,2,2024-07-21,dropped
25691,310450,176,2022-02-25,dropped
25692,7060,148,2021-11-22,active
25693,12939,117,2021-10-08,active
25694,14217,186,2024-04-29,active
25695,3470,148,2020-07-03,dropped
25696,17392,40,2022-08-10,active
25697,36297,78,2022-07-02,active
25698,47233,49,2023-08-14,INVALID
25699,8127,92,2024-01-23,completed
25700,19729,44,2024-04-18,active
25701,39981,190,2021-06-11,completed
25702,42058,176,2022-07-31,active
25703,35012,193,2024-05-31,dropped
25704,346500,188,2021-08-07,dropped
25705,23749,62,2022-03-07,dropped
25706,15922,167,2023-11-15,completed
25707,22967,48,2023-09-23,completed
25708,9136,96,2023-12-07,dropped
25709,4505,106,2020-04-24,active
25710,26629,81,2024-02-19,dropped
25711,38989,6,2021-12-30,active
25712,26538,79,2023-10-25,INVALID
25713,28984,62,2021-11-24,active
25714,45661,60,2022-06-14,active
25715,9942,61,2024-11-28,active
25716,40071,69,2021-10-10,completed
25717,42400,171,2022-10-29,INVALID
25718,51152,37,2022-07-30,dropped
25719,14391,108,2024-02-20,dropped
25720,432470,13,2022-11-04,completed
25721,44571,1290,2024-08-22,completed
25722,25841,144,2022-09-02,dropped
25723,30815,44,2023-07-19,dropped
25724,52310,105,2024-06-23,active
25725,48106,57,2024-12-17,INVALID
25726,458450,4,2021-12-29,dropped
25727,650,19,2020-08-14,completed
25728,266690,149,2023-11-13,active
25729,21032,780,2024-04-04,dropped
25730,374140,14,2021-12-14,completed
25731,49701,1540,2021-09-24,dropped
25732,20150,125,2021-10-07,active
25733,9360,1720,2023-05-25,active
25734,4669,181,2022-02-24,active
25735,24287,193,2023-07-28,dropped
25736,536,83,2020-01-07,active
25737,53251,7,2020-02-13,active
25738,270240,38,2022-11-05,INVALID
25739,46997,63,2023-07-28,completed
25740,51037,38,2024-07-30,dropped
25741,53087,30,2021-12-19,active
25742,34227,183,2021-02-13,completed
25743,25488,136,2024-01-13,completed
25744,12477,91,2024-06-17,completed
25745,6070,197,2023-10-19,active
25746,14912,13,2021-08-07,dropped
25747,6351,35,2024-07-19,dropped
25748,13350,105,2021-08-22,completed
25749,50111,31,2020-07-30,completed
25750,40551,151,2023-06-30,active
25751,51628,76,2024-12-12,active
25752,19704,108,2024-01-18,dropped
25753,40066,3,2020-01-01,dropped
25754,7680,71,2023-11-16,active
25755,35854,131,2021-11-05,completed
25756,53028,102,2022-03-07,completed
25757,40954,81,2020-11-21,completed
25758,17349,95,2023-08-30,completed
25759,50102,191,2021-01-02,active
25760,8659,200,2020-01-31,completed
25761,20167,48,2024-01-11,dropped
25762,2771,163,2020-04-27,dropped
25763,37011,191,2024-04-22,completed
25764,33109,161,2021-09-14,dropped
25765,43007,15,2024-11-19,dropped
25766,53877,1860,2022-10-17,dropped
25767,5149,134,2024-05-10,dropped
25768,548660,40,2023-10-07,dropped
25769,19967,134,2022-11-18,dropped
25770,43363,87,2024-05-30,dropped
25771,31289,45,2021-11-22,completed
25772,2869,68,2020-08-03,completed
25773,3751,93,2024-08-03,active
25774,215110,840,2020-09-06,dropped
25775,46856,1220,2024-08-18,active
25776,36281,71,2021-04-11,completed
25777,46655,62,2024-07-25,completed
25778,21399,137,2022-07-16,dropped
25779,9075,152,2023-10-20,active
25780,410180,44,2024-09-12,active
25781,39220,195,2021-02-08,dropped
25782,14508,1420,2023-02-07,dropped
25783,444030,62,2022-08-30,active
25784,16727,42,2024-07-28,completed
25785,28434,46,2024-02-15,active
25786,45,114,2024-04-22,dropped
25787,42987,155,2020-02-26,active
25788,10534,21,2023-05-28,completed
25789,40277,172,2021-05-25,active
25790,544530,66,2020-04-20,dropped
25791,30287,147,2020-09-13,completed
25792,33711,23,2023-09-10,dropped
25793,20602,195,2022-07-31,dropped
25794,11398,1960,2023-02-17,active
25795,43956,7,2020-05-14,completed
25796,3920,6,2020-11-19,dropped
25797,12769,3,2023-01-30,active
25798,49345,151,2023-07-04,completed
25799,14374,35,2020-09-21,dropped
25800,48109,41,2023-02-10,INVALID
25801,9520,109,2023-09-05,dropped
25802,13025,22,2022-07-03,active
25803,41242,133,2022-04-16,INVALID
25804,11618,98,2020-05-31,completed
25805,2674,151,2021-08-02,dropped
25806,18869,161,2020-01-29,active
25807,10383,41,2020-04-25,dropped
25808,28542,82,2023-09-21,completed
25809,784,154,2020-07-01,active
25810,28316,134,2021-02-04,active
25811,123130,68,2023-08-07,dropped
25812,12271,65,2023-07-08,completed
25813,14939,17,2020-01-12,active
25814,9815,125,2022-03-14,active
25815,53068,52,2021-11-20,active
25816,77420,125,2021-08-03,completed
25817,392230,16,2021-09-19,active
25818,31206,22,2023-05-13,dropped
25819,11852,4,2022-10-13,completed
25820,45270,42,2022-04-28,completed
25821,1952,154,2022-02-20,dropped
25822,32605,160,2024-05-01,INVALID
25823,9937,192,2024-05-10,active
25824,7282,95,2023-04-21,completed
25825,12657,117,2021-08-05,active
25826,31544,73,2023-11-26,dropped
25827,17009,155,2021-02-19,completed
25828,17750,20,2022-10-21,active
25829,3084,75,2020-12-30,dropped
25830,49426,59,2023-10-31,dropped
25831,3658,94,2020-07-16,dropped
25832,21456,185,2021-01-10,dropped
25833,16815,580,2020-07-28,completed
25834,53214,15,2020-02-12,active
25835,4158,139,2021-01-24,completed
25836,475,92,2023-05-31,INVALID
25837,19064,138,2023-08-04,active
25838,3956,143,2020-09-09,active
25839,53194,190,2022-04-18,dropped
25840,50934,38,2021-08-20,completed
25841,4075,152,2021-09-10,active
25842,16379,440,2024-01-09,dropped
25843,17555,169,2020-10-25,completed
25844,36420,188,2024-09-17,completed
25845,39493,59,2020-08-24,completed
25846,21355,160,2020-04-03,active
25847,12719,10,2022-12-12,completed
25848,44989,30,2024-09-24,active
25849,29243,185,2022-07-06,completed
25850,5198,1420,2023-07-19,dropped
25851,39994,13,2023-12-03,active
25852,44522,107,2020-09-28,completed
25853,22228,32,2021-12-20,active
25854,24081,134,2023-07-07,completed
25855,20856,50,2020-01-25,active
25856,20303,60,2020-02-27,active
25857,22354,165,2022-01-23,dropped
25858,26282,36,2021-07-21,completed
25859,15227,1640,2023-07-01,active
25860,371150,175,2023-03-12,active
25861,7368,12,2022-02-02,dropped
25862,38528,40,2022-08-13,completed
25863,4744,169,2020-01-06,dropped
25864,1687,200,2023-07-01,dropped
25865,53543,21,2023-01-22,dropped
25866,46911,97,2024-11-02,active
25867,51762,610,2023-07-22,active
25868,44792,6,2024-07-30,active
25869,9209,116,2023-10-20,INVALID
25870,10860,140,2021-02-15,dropped
25871,47070,6,2024-10-21,completed
25872,24808,27,2021-09-26,INVALID
25873,54669,194,2022-11-12,dropped
25874,15403,108,2021-11-03,active
25875,27929,41,2022-04-26,INVALID
25876,19351,159,2020-05-22,completed
25877,15539,860,2023-06-19,completed
25878,51719,71,2022-03-13,completed
25879,10218,191,2024-03-29,INVALID
25880,50751,35,2024-01-19,completed
25881,29176,154,2021-03-12,dropped
25882,33269,196,2022-01-16,dropped
25883,17581,65,2022-01-26,active
25884,31450,8,2020-08-02,dropped
25885,16843,184,2021-08-29,dropped
25886,45974,144,2020-08-15,dropped
25887,45823,170,2021-12-18,active
25888,54002,75,2024-04-10,dropped
25889,99970,152,2024-05-12,INVALID
25890,1189,192,2020-10-13,active
25891,35840,151,2022-04-03,active
25892,17551,12,2020-12-11,completed
25893,89090,155,2023-06-20,dropped
25894,11762,76,2023-07-26,active
25895,50828,32,2023-10-26,active
25896,17025,197,2021-11-18,active
25897,50808,73,2024-04-03,dropped
25898,6233,21,2024-09-21,completed
25899,54712,165,2022-04-17,active
25900,9774,161,2024-10-31,INVALID
25901,21571,33,2023-10-04,dropped
25902,44556,105,2022-07-09,dropped
25903,16061,147,2023-11-03,dropped
25904,52134,191,2023-02-18,INVALID
25905,34428,165,2022-11-14,active
25906,13604,48,2022-03-23,completed
25907,25117,3,2021-03-17,dropped
25908,11559,171,2023-06-16,completed
25909,9856,193,2021-08-17,active
25910,23946,41,2020-08-23,dropped
25911,10514,157,2023-01-24,INVALID
25912,49360,195,2024-03-05,INVALID
25913,5439,149,2024-03-07,dropped
25914,22135,183,2023-01-04,dropped
25915,2961,163,2023-02-17,active
25916,28425,890,2022-10-29,active
25917,53228,50,2021-11-15,completed
25918,49756,1760,2022-01-27,dropped
25919,448550,152,2022-09-04,active
25920,14513,117,2023-11-28,dropped
25921,14998,160,2022-04-02,dropped
25922,52441,33,2023-09-21,active
25923,15684,810,2024-02-26,completed
25924,45683,188,2020-08-19,dropped
25925,26912,74,2020-12-13,active
25926,45060,77,2022-02-22,active
25927,46961,94,2023-07-05,completed
25928,32174,172,2021-09-22,completed
25929,29411,1120,2022-03-04,active
25930,53774,15,2021-12-21,active
25931,34853,1310,2023-01-24,INVALID
25932,24608,63,2021-12-31,completed
25933,160300,49,2023-06-23,completed
25934,26442,3,2020-09-01,active
25935,47289,560,2024-01-28,completed
25936,392870,32,2020-08-20,INVALID
25937,32281,1050,2021-04-18,active
25938,39831,10,2021-06-19,completed
25939,33027,71,2023-02-04,dropped
25940,21703,660,2024-02-21,active
25941,318200,53,2023-05-15,completed
25942,417900,147,2024-07-13,dropped
25943,35941,138,2021-11-06,completed
25944,10697,90,2020-03-12,active
25945,541000,4,2024-03-04,dropped
25946,52694,49,2021-10-09,active
25947,240760,41,2022-02-19,completed
25948,1627,119,2024-01-19,active
25949,2012,66,2020-09-04,dropped
25950,38449,1400,2020-10-06,INVALID
25951,36128,140,2024-03-07,INVALID
25952,46138,22,2023-10-06,dropped
25953,53639,165,2024-03-14,active
25954,16563,99,2024-11-22,completed
25955,53999,71,2022-10-16,active
25956,49843,185,2024-12-17,completed
25957,13497,38,2020-08-27,completed
25958,331100,186,2024-04-02,dropped
25959,38094,2,2021-05-31,active
25960,47867,199,2022-07-23,dropped
25961,52174,62,2021-08-06,active
25962,43242,164,2020-07-30,completed
25963,50399,180,2023-07-14,active
25964,18132,93,2023-07-02,active
25965,42797,30,2021-03-09,active
25966,51943,128,2022-08-02,INVALID
25967,14262,4,2021-09-17,completed
25968,98,123,2023-04-10,active
25969,42453,74,2022-03-26,completed
25970,31954,30,2024-10-13,active
25971,27486,60,2023-05-25,completed
25972,46767,56,2021-01-12,completed
25973,46601,173,2021-04-07,INVALID
25974,22806,10,2021-09-28,completed
25975,22771,260,2022-07-28,completed
25976,415120,88,2024-06-17,active
25977,26625,194,2024-09-21,dropped
25978,18236,31,2023-11-17,completed
25979,276380,139,2022-05-29,active
25980,9790,106,2021-05-12,active
25981,21168,11,2023-01-09,completed
25982,39056,160,2023-05-03,dropped
25983,105570,1150,2020-07-24,INVALID
25984,31913,74,2024-12-06,dropped
25985,17915,20,2021-03-23,completed
25986,541910,166,2020-12-02,active
25987,3692,19,2024-12-28,active
25988,51941,131,2023-11-25,completed
25989,35868,790,2020-03-23,dropped
25990,50674,181,2021-11-06,completed
25991,215540,86,2020-02-24,completed
25992,27364,161,2020-10-24,completed
25993,33334,98,2022-08-18,dropped
25994,53750,57,2024-04-03,active
25995,36979,65,2020-09-21,completed
25996,44597,149,2022-08-24,active
25997,28106,190,2024-02-25,completed
25998,39062,200,2023-11-06,dropped
25999,7030,135,2020-06-08,completed
26000,37746,35,2023-10-11,active
26001,36091,161,2024-01-01,completed
26002,12029,43,2024-09-11,active
26003,53250,400,2021-01-13,active
26004,79680,13,2020-07-10,INVALID
26005,52268,96,2024-09-05,completed
26006,386980,1,2023-06-27,active
26007,26729,50,2023-03-09,completed
26008,367760,121,2024-12-16,completed
26009,46816,127,2022-02-23,completed
26010,30945,38,2022-04-27,dropped
26011,43000,460,2020-10-03,active
26012,18674,109,2023-11-30,active
26013,30012,108,2021-04-03,dropped
26014,23296,133,2022-05-12,active
26015,339630,50,2023-10-18,active
26016,186920,1610,2022-02-01,dropped
26017,37155,189,2022-01-30,active
26018,2876,153,2021-07-26,completed
