payment_id,student_id,course_id,amount,payment_date,method
30453,40515,140,378,2022-07-28,Bank Transfer
30454,45432,66,292,2022-03-12,UPI
30455,18325,100,139,2023-08-06,Bank Transfer
30456,50023,66,213,2022-03-17,Bank Transfer
30457,44666,85,94,2020-08-11,Bank Transfer
30458,49526,181,189,2024-04-12,UPI
30459,15070,72,87,2024-03-12,Bank Transfer
30460,28829,50,460,2021-04-27,Credit Card
30461,9897,186,135,2020-09-09,PayPal
30462,25775,7,497,2022-01-03,PayPal
30463,16864,108,479,2020-10-10,PayPal
30464,32873,154,338,2023-05-19,INVALID
30465,6029,31,82,2020-03-22,UPI
30466,1140,17,414,2023-03-20,Credit Card
30467,18541,194,493,2021-03-07,INVALID
30468,24811,144,454,2023-06-15,Bank Transfer
30469,21641,70,364,2024-10-21,Credit Card
30470,15190,184,358,2021-12-17,PayPal
30471,54178,148,3870,2020-01-18,UPI
30472,35661,122,344,2022-03-13,UPI
30473,22828,67,304,2023-06-30,Credit Card
30474,23302,44,313,2023-05-11,UPI
30475,32734,49,179,2022-01-11,Credit Card
30476,44406,41,481,2023-03-09,Bank Transfer
30477,49866,94,356,2020-07-12,PayPal
30478,15515,129,4720,2024-09-21,PayPal
30479,33458,112,93,2024-01-02,PayPal
30480,31489,84,63,2022-10-06,PayPal
30481,52239,43,362,2022-06-15,PayPal
30482,21175,160,124,2021-07-18,Bank Transfer
30483,28082,89,51,2024-12-29,UPI
30484,36763,93,414,2023-06-15,UPI
30485,54274,104,2680,2024-07-31,PayPal
30486,33591,98,175,2020-04-12,UPI
30487,54367,155,491,2020-03-21,Bank Transfer
30488,6425,87,227,2021-02-22,INVALID
30489,8911,11,125,2021-06-12,PayPal
30490,11561,150,301,2023-08-18,Credit Card
30491,27818,57,180,2023-03-04,Credit Card
30492,30894,114,424,2023-05-08,Credit Card
30493,3481,165,146,2022-08-07,UPI
30494,42158,75,270,2023-10-29,Credit Card
30495,54607,77,379,2023-03-27,PayPal
30496,32081,59,279,2021-01-14,Bank Transfer
30497,31179,76,351,2024-01-25,Credit Card
30498,26879,78,241,2020-10-12,Credit Card
30499,49311,21,472,2021-06-04,INVALID
30500,43803,52,100,2024-03-27,INVALID
30501,25283,56,221,2020-10-20,PayPal
30502,48126,20,298,2023-09-17,Bank Transfer
30503,5008,24,297,2024-07-30,UPI
30504,46787,131,462,2024-02-08,PayPal
30505,2701,38,326,2022-07-03,PayPal
30506,20468,134,100,2022-09-21,Credit Card
30507,52834,33,258,2023-12-02,INVALID
30508,36611,109,152,2021-01-26,UPI
30509,8237,171,198,2020-02-10,Bank Transfer
30510,55335,177,327,2023-06-11,Credit Card
30511,5952,198,250,2024-04-01,PayPal
30512,31927,148,72,2021-11-05,UPI
30513,25830,37,1710,2020-07-10,PayPal
30514,34562,27,297,2020-04-13,PayPal
30515,4342,3,60,2021-12-15,Credit Card
30516,3556,106,357,2022-11-10,INVALID
30517,14073,66,199,2023-08-12,Credit Card
30518,9578,97,75,2021-04-07,UPI
30519,49417,98,343,2023-12-20,PayPal
30520,30784,66,451,2023-06-27,Credit Card
30521,3069,107,181,2021-01-12,Bank Transfer
30522,18030,15,98,2022-01-11,Bank Transfer
30523,11315,84,314,2024-10-03,Bank Transfer
30524,34275,22,412,2021-05-14,Credit Card
30525,16583,1,182,2024-01-24,Bank Transfer
30526,33916,190,344,2021-06-05,Credit Card
30527,2416,30,1330,2022-04-29,PayPal
30528,12485,180,246,2020-05-29,UPI
30529,31219,113,101,2022-10-05,Bank Transfer
30530,41038,127,480,2020-08-02,Bank Transfer
30531,20288,150,142,2023-06-05,INVALID
30532,15520,78,120,2023-10-14,PayPal
30533,5168,23,432,2022-09-29,UPI
30534,38419,114,140,2021-07-27,Bank Transfer
30535,35012,101,130,2020-12-12,INVALID
30536,28613,17,120,2021-10-31,Credit Card
30537,23462,142,261,2022-07-09,Bank Transfer
30538,49271,91,134,2020-07-02,Credit Card
30539,26736,20,274,2024-12-19,Bank Transfer
30540,53375,56,390,2023-05-04,UPI
30541,13852,153,54,2024-03-19,Credit Card
30542,15290,196,469,2022-01-24,PayPal
30543,16566,115,447,2024-09-26,PayPal
30544,18011,30,454,2022-10-28,Bank Transfer
30545,52322,45,2290,2021-07-04,Credit Card
30546,45951,28,66,2022-02-16,PayPal
30547,24571,194,458,2024-02-14,Credit Card
30548,42907,116,448,2023-11-25,Bank Transfer
30549,24733,44,182,2021-06-24,Credit Card
30550,9300,60,282,2020-08-18,Credit Card
30551,30540,98,172,2023-10-21,INVALID
30552,3609,47,391,2024-03-10,Bank Transfer
30553,24050,149,294,2020-03-04,UPI
30554,30703,97,349,2024-08-01,Bank Transfer
30555,45006,170,196,2021-08-01,PayPal
30556,3716,186,232,2023-01-16,Bank Transfer
30557,8752,101,280,2021-09-13,Credit Card
30558,16869,129,85,2023-07-03,UPI
30559,2822,195,407,2024-08-11,Bank Transfer
30560,4592,110,1890,2023-03-18,Credit Card
30561,27003,37,263,2022-12-26,Credit Card
30562,14745,120,202,2023-08-31,PayPal
30563,41269,3,482,2022-02-22,Bank Transfer
30564,53185,97,118,2020-01-25,Bank Transfer
30565,52945,170,83,2021-04-02,UPI
30566,5960,119,148,2024-04-22,PayPal
30567,12224,60,381,2021-01-11,Bank Transfer
30568,27483,185,312,2024-03-02,Credit Card
30569,33652,5,202,2020-01-26,Bank Transfer
30570,16498,126,498,2021-05-02,INVALID
30571,20799,95,289,2024-10-27,PayPal
30572,43564,106,215,2022-02-10,PayPal
30573,31332,9,203,2022-11-10,PayPal
30574,10022,65,451,2023-05-01,Credit Card
30575,45981,91,200,2021-05-15,Bank Transfer
30576,16211,168,98,2024-08-12,Bank Transfer
30577,11124,85,243,2022-05-28,Credit Card
30578,31032,45,71,2024-05-10,UPI
30579,33787,3,417,2021-10-19,PayPal
30580,15635,156,496,2024-05-27,INVALID
30581,5475,5,113,2022-07-30,Bank Transfer
30582,37360,194,1720,2021-09-23,Credit Card
30583,25997,66,320,2024-11-15,PayPal
30584,42015,37,276,2022-12-26,Credit Card
30585,6185,15,392,2024-12-06,UPI
30586,52085,175,135,2022-12-14,PayPal
30587,4192,84,388,2020-03-13,PayPal
30588,8060,177,122,2020-02-01,PayPal
30589,36756,112,165,2020-04-03,INVALID
30590,40683,46,1150,2024-02-04,UPI
30591,4545,57,449,2022-01-10,Credit Card
30592,6200,79,457,2024-11-23,INVALID
30593,20811,135,69,2023-09-12,UPI
30594,11933,35,136,2020-02-01,UPI
30595,21241,92,102,2022-11-19,Bank Transfer
30596,2799,6,166,2024-04-24,INVALID
30597,16811,121,238,2023-10-03,PayPal
30598,47108,162,84,2024-02-28,Bank Transfer
30599,7424,112,67,2022-07-25,UPI
30600,52495,154,186,2023-09-07,Bank Transfer
30601,47311,70,73,2024-09-08,Credit Card
30602,35733,30,185,2024-05-18,INVALID
30603,15085,40,346,2022-09-06,Bank Transfer
30604,48017,58,2750,2020-12-23,UPI
30605,10059,72,466,2024-07-06,UPI
30606,22999,60,387,2022-01-08,Bank Transfer
30607,12086,13,85,2024-05-17,UPI
30608,16780,172,246,2023-12-12,Credit Card
30609,30396,26,416,2022-01-27,Bank Transfer
30610,4059,166,144,2022-11-08,Credit Card
30611,52478,199,74,2024-02-21,INVALID
30612,7475,47,374,2021-02-24,UPI
30613,23460,60,381,2023-05-26,Credit Card
30614,10278,9,445,2023-04-02,Credit Card
30615,17142,27,387,2022-11-28,Bank Transfer
30616,31892,158,162,2023-08-01,UPI
30617,9684,175,250,2023-02-21,Credit Card
30618,23994,23,95,2023-08-30,INVALID
30619,42803,5,2160,2023-12-03,Bank Transfer
30620,34698,195,158,2023-02-01,INVALID
30621,3284,133,426,2021-02-20,Credit Card
30622,40728,7,402,2023-05-19,Credit Card
30623,871,111,149,2023-05-20,UPI
30624,43681,45,474,2024-12-13,UPI
30625,16048,116,361,2024-01-18,Credit Card
30626,47338,41,82,2021-02-07,UPI
30627,2221,162,376,2024-06-20,UPI
30628,312,51,340,2022-12-14,Bank Transfer
30629,44195,121,65,2023-05-06,UPI
30630,20732,187,1190,2024-09-14,PayPal
30631,54008,76,396,2022-10-09,UPI
30632,33056,180,322,2020-07-06,Credit Card
30633,42216,82,63,2023-05-28,Bank Transfer
30634,2543,183,496,2021-03-25,UPI
30635,14505,92,137,2024-01-08,PayPal
30636,49921,17,63,2022-04-06,UPI
30637,36635,136,136,2022-06-05,UPI
30638,3317,119,171,2024-09-23,PayPal
30639,46245,111,4650,2021-10-02,Credit Card
30640,5323,156,431,2023-12-15,UPI
30641,41554,76,252,2024-07-16,Credit Card
30642,27874,168,211,2023-05-11,PayPal
30643,8318,80,213,2021-02-07,Credit Card
30644,5556,178,352,2020-02-24,PayPal
30645,21851,42,187,2021-11-12,Bank Transfer
30646,25575,179,402,2020-08-24,UPI
30647,2500,117,456,2021-06-07,UPI
30648,54018,64,308,2024-07-02,Bank Transfer
30649,35530,4,367,2023-12-08,UPI
30650,16661,49,2130,2022-09-16,INVALID
30651,54807,171,151,2024-11-05,UPI
30652,18117,113,235,2022-02-01,Credit Card
30653,17944,197,317,2020-09-14,UPI
30654,5521,196,4800,2020-05-13,PayPal
30655,41478,169,190,2022-04-28,INVALID
30656,16460,146,2920,2022-02-26,PayPal
30657,48569,5,339,2022-11-09,Credit Card
30658,13751,89,398,2021-12-26,INVALID
30659,16822,113,51,2020-03-04,Credit Card
30660,23611,53,340,2024-02-24,PayPal
30661,13043,80,4640,2024-10-02,Bank Transfer
30662,35478,115,336,2024-10-29,PayPal
30663,9312,119,297,2021-04-29,UPI
30664,31769,91,399,2022-06-01,Bank Transfer
30665,1400,172,223,2021-06-26,PayPal
30666,29722,123,303,2021-01-20,PayPal
30667,33890,81,270,2021-01-10,UPI
30668,38793,19,100,2023-08-21,INVALID
30669,29347,18,183,2021-11-02,UPI
30670,53236,71,360,2020-11-24,UPI
30671,53992,23,329,2020-04-19,PayPal
30672,17821,112,212,2021-10-18,UPI
30673,20018,151,383,2022-01-09,Bank Transfer
30674,39564,187,311,2020-04-24,UPI
30675,40529,161,206,2023-08-10,Credit Card
30676,53943,20,117,2023-08-17,Bank Transfer
30677,41612,4,416,2022-05-31,INVALID
30678,27741,168,65,2024-08-28,INVALID
30679,43445,63,117,2020-12-26,UPI
30680,21238,10,2310,2020-11-16,PayPal
30681,34692,94,2710,2021-08-01,Credit Card
30682,6102,182,360,2021-07-13,UPI
30683,24633,177,149,2024-12-08,INVALID
30684,17775,171,365,2022-08-06,PayPal
30685,53976,32,481,2023-06-03,UPI
30686,13928,106,102,2021-07-08,UPI
30687,30642,117,292,2021-11-23,PayPal
30688,14669,64,316,2020-02-07,INVALID
30689,16820,49,458,2022-10-06,PayPal
30690,51163,160,222,2022-04-02,Bank Transfer
30691,40997,139,3110,2022-05-31,Credit Card
30692,12243,11,396,2024-07-15,Bank Transfer
30693,52557,41,437,2020-10-06,UPI
30694,14351,182,80,2020-08-15,Bank Transfer
30695,18749,117,238,2023-06-02,Bank Transfer
30696,40530,13,333,2020-09-17,Credit Card
30697,10803,174,397,2023-07-23,Credit Card
30698,21841,60,99,2021-04-11,PayPal
30699,46047,70,374,2021-01-28,Credit Card
30700,46501,44,435,2020-12-03,UPI
30701,6577,4,282,2024-09-24,Bank Transfer
30702,8327,66,257,2024-05-01,Bank Transfer
30703,22107,21,445,2023-03-08,Credit Card
30704,37839,171,260,2021-01-10,UPI
30705,50659,182,345,2021-03-18,INVALID
30706,33625,123,472,2023-04-03,UPI
30707,49946,106,161,2023-05-13,Credit Card
30708,10119,62,303,2020-03-23,PayPal
30709,55200,1,296,2023-11-13,UPI
30710,27772,161,354,2022-10-22,UPI
30711,39547,93,230,2023-07-11,UPI
30712,21740,176,94,2020-10-04,Credit Card
30713,13153,156,365,2023-12-31,Bank Transfer
30714,35019,31,236,2022-07-31,UPI
30715,30248,200,194,2024-11-28,Credit Card
30716,7667,56,60,2023-09-22,Bank Transfer
30717,36555,179,493,2024-06-15,INVALID
30718,31365,139,403,2023-03-28,INVALID
30719,14922,89,234,2021-04-14,Bank Transfer
30720,16624,152,87,2024-08-16,UPI
30721,25523,49,223,2021-04-16,PayPal
30722,26400,154,348,2022-01-04,Credit Card
30723,36483,29,343,2021-09-06,Bank Transfer
30724,24864,185,143,2024-06-27,UPI
30725,44613,31,102,2022-05-28,PayPal
30726,1406,2,239,2022-12-03,PayPal
30727,28661,75,1760,2024-09-20,UPI
30728,18560,14,276,2020-02-21,Credit Card
30729,16312,100,189,2020-01-06,INVALID
30730,31598,78,81,2023-02-10,Credit Card
30731,6140,114,231,2020-08-21,Bank Transfer
30732,2432,88,190,2020-09-22,PayPal
30733,17394,134,328,2024-12-10,UPI
30734,42167,95,319,2023-04-24,Bank Transfer
30735,6698,142,228,2020-08-17,Credit Card
30736,6739,154,416,2022-03-14,INVALID
30737,12770,62,78,2022-09-29,Credit Card
30738,7224,151,407,2020-06-25,Credit Card
30739,44072,133,204,2022-08-28,UPI
30740,55201,54,207,2021-06-01,PayPal
30741,43474,163,357,2020-03-02,Credit Card
30742,39001,74,207,2024-02-02,PayPal
30743,46813,83,292,2020-12-02,Bank Transfer
30744,18525,99,191,2024-05-23,PayPal
30745,28200,64,137,2022-04-16,INVALID
30746,5495,101,353,2024-07-25,INVALID
30747,47579,176,3480,2024-03-14,Bank Transfer
30748,29825,114,279,2022-07-21,PayPal
30749,19772,76,299,2022-10-09,UPI
30750,13617,132,241,2022-01-06,Credit Card
30751,3250,183,384,2023-03-11,Credit Card
30752,39339,153,59,2024-06-01,Credit Card
30753,1929,172,453,2024-12-01,Bank Transfer
30754,29328,141,191,2023-11-24,Credit Card
30755,38243,11,113,2021-05-11,PayPal
30756,35483,89,112,2021-01-10,PayPal
30757,9426,19,1910,2024-05-11,Credit Card
30758,12880,92,97,2020-01-14,UPI
30759,47271,151,87,2021-07-11,UPI
30760,11917,147,4830,2023-07-19,UPI
30761,36431,89,311,2021-04-09,Credit Card
30762,30074,65,3970,2021-08-01,UPI
30763,16177,188,268,2022-11-03,UPI
30764,10456,165,454,2020-09-12,Credit Card
30765,14645,71,454,2022-05-02,Credit Card
30766,14470,15,394,2023-08-23,Bank Transfer
30767,11271,177,216,2020-01-26,PayPal
30768,26533,194,206,2020-05-19,Credit Card
30769,18904,16,130,2021-07-04,UPI
30770,49210,135,380,2020-01-16,PayPal
30771,2173,32,354,2020-09-15,UPI
30772,24755,126,412,2020-10-29,Credit Card
30773,53501,188,123,2021-02-12,PayPal
30774,20846,144,76,2024-04-12,INVALID
30775,25328,49,650,2023-02-11,PayPal
30776,3099,96,141,2021-01-16,PayPal
30777,41160,77,396,2020-06-15,UPI
30778,12571,71,61,2023-03-31,INVALID
30779,54681,56,59,2023-02-07,Bank Transfer
30780,9608,9,186,2024-09-30,Bank Transfer
30781,4187,79,258,2021-09-20,UPI
30782,2117,47,93,2020-07-20,Bank Transfer
30783,47195,158,445,2022-08-13,UPI
30784,7941,34,139,2024-01-05,PayPal
30785,18496,22,418,2021-01-03,PayPal
30786,9753,190,375,2022-10-07,Bank Transfer
30787,27550,72,450,2023-02-24,INVALID
30788,18445,45,117,2020-11-05,Bank Transfer
30789,35745,185,170,2024-04-25,Bank Transfer
30790,2609,9,322,2024-04-21,PayPal
30791,22606,106,50,2020-08-14,INVALID
30792,31482,89,154,2023-04-21,UPI
30793,50045,31,359,2022-10-11,PayPal
30794,7672,57,500,2023-09-09,UPI
30795,53722,56,355,2021-11-18,Credit Card
30796,42843,23,479,2020-11-19,Bank Transfer
30797,49407,135,337,2021-06-10,UPI
30798,17958,82,133,2023-07-21,Bank Transfer
30799,10034,56,495,2024-11-03,Bank Transfer
30800,50131,103,199,2020-06-10,UPI
30801,1943,116,289,2022-03-25,PayPal
30802,43944,164,448,2020-05-26,Bank Transfer
30803,42902,58,182,2022-07-05,PayPal
30804,43670,198,3680,2024-01-13,UPI
30805,21097,114,184,2020-03-31,Credit Card
30806,14157,176,318,2023-01-11,Bank Transfer
30807,37842,151,343,2023-01-29,UPI
30808,48989,149,297,2023-05-23,Credit Card
30809,2949,169,87,2021-09-06,Bank Transfer
30810,55021,35,377,2023-01-28,UPI
30811,24703,45,155,2022-06-20,UPI
30812,41211,23,106,2020-08-31,UPI
30813,48113,9,67,2020-02-08,PayPal
30814,4503,98,365,2023-02-07,PayPal
30815,15851,147,166,2021-12-27,INVALID
30816,6247,183,790,2021-07-21,Bank Transfer
30817,11587,36,497,2024-07-11,Bank Transfer
30818,34888,85,181,2020-12-06,PayPal
30819,52509,26,480,2020-05-28,PayPal
30820,23016,182,253,2022-01-06,PayPal
30821,52973,198,152,2020-08-20,UPI
30822,54552,38,218,2022-06-04,UPI
30823,42162,33,382,2020-05-21,UPI
30824,24895,92,356,2021-02-05,INVALID
30825,23821,47,374,2021-02-22,Bank Transfer
30826,2310,131,420,2023-07-22,INVALID
30827,24553,104,2050,2021-01-01,PayPal
30828,54974,16,113,2021-08-25,Credit Card
30829,20554,62,401,2020-10-18,Bank Transfer
30830,15445,56,495,2024-03-31,INVALID
30831,9979,40,52,2021-06-09,Bank Transfer
30832,1564,24,330,2021-08-24,Bank Transfer
30833,12521,90,411,2021-03-16,Bank Transfer
30834,45600,117,97,2020-02-08,UPI
30835,7487,87,66,2022-08-05,PayPal
30836,34856,107,473,2024-10-12,PayPal
30837,55101,6,259,2023-04-10,Bank Transfer
30838,47144,37,134,2020-03-23,PayPal
30839,36252,199,58,2021-07-05,INVALID
30840,5847,87,99,2023-07-12,PayPal
30841,41530,71,153,2024-02-27,PayPal
30842,34024,17,138,2022-04-14,PayPal
30843,44309,80,226,2020-07-23,INVALID
30844,39102,183,327,2023-02-24,Bank Transfer
30845,34909,8,166,2024-04-21,Credit Card
30846,48976,78,100,2020-01-26,Credit Card
30847,11820,2,329,2022-05-01,Bank Transfer
30848,20454,81,94,2021-12-01,Credit Card
30849,40338,130,1420,2022-05-15,UPI
30850,22416,147,389,2023-03-16,UPI
30851,40688,34,295,2020-05-15,PayPal
30852,49113,131,154,2024-10-19,Bank Transfer
30853,40555,68,330,2023-11-20,INVALID
30854,14007,180,120,2024-03-02,UPI
30855,17812,17,277,2023-04-08,PayPal
30856,32199,90,257,2020-12-30,UPI
30857,27121,147,74,2023-10-24,INVALID
30858,4035,24,433,2020-03-01,Credit Card
30859,35208,98,327,2022-08-23,Bank Transfer
30860,8505,142,248,2021-07-20,Bank Transfer
30861,54844,8,192,2021-02-05,Credit Card
30862,31601,112,425,2020-11-24,UPI
30863,38554,38,1150,2024-05-26,INVALID
30864,1777,123,53,2024-01-25,Credit Card
30865,31864,33,113,2022-09-19,INVALID
30866,39529,194,446,2024-06-17,PayPal
30867,16285,111,159,2022-03-16,Credit Card
30868,21820,23,489,2024-07-16,Bank Transfer
30869,41550,132,470,2023-06-30,Bank Transfer
30870,21162,22,4540,2020-06-25,INVALID
30871,51805,6,491,2023-11-19,Credit Card
30872,21215,114,422,2023-08-09,Bank Transfer
30873,10399,180,116,2024-06-14,UPI
30874,13998,156,169,2020-10-26,UPI
30875,25299,167,353,2023-03-13,UPI
30876,14850,200,499,2020-01-25,Credit Card
30877,47905,102,157,2020-12-15,PayPal
30878,6313,131,353,2024-09-21,Credit Card
30879,26070,33,268,2020-08-03,UPI
30880,51023,22,376,2020-04-30,Credit Card
30881,32985,99,328,2022-04-29,Credit Card
30882,14201,17,112,2021-10-06,Bank Transfer
30883,3327,136,162,2022-08-30,UPI
30884,15879,91,463,2020-08-23,PayPal
30885,19688,86,201,2021-05-21,Bank Transfer
30886,9177,151,358,2021-04-30,UPI
30887,29469,184,74,2021-11-18,UPI
30888,27583,174,356,2023-09-14,Credit Card
30889,10621,178,60,2020-05-18,Credit Card
30890,22499,77,374,2020-08-30,Credit Card
30891,39538,153,239,2021-12-26,INVALID
30892,15613,66,333,2023-04-08,INVALID
30893,21136,24,274,2022-12-27,PayPal
30894,35407,27,128,2020-06-24,Bank Transfer
30895,39132,182,445,2024-11-18,Bank Transfer
30896,48890,101,102,2021-11-09,Credit Card
30897,41220,178,87,2023-05-19,INVALID
30898,41531,195,348,2021-10-02,INVALID
30899,22035,58,380,2021-02-28,UPI
30900,2193,142,2080,2024-08-24,INVALID
30901,26934,176,236,2020-03-15,INVALID
30902,50507,30,448,2022-04-07,Credit Card
30903,19586,62,495,2024-06-19,UPI
30904,6314,47,269,2021-10-25,Bank Transfer
30905,32704,63,419,2021-06-02,UPI
30906,1583,29,424,2022-08-30,UPI
30907,2347,185,249,2020-03-04,Credit Card
30908,5685,90,441,2021-08-07,UPI
30909,44495,7,114,2021-10-29,UPI
30910,43913,56,1830,2021-12-23,UPI
30911,47677,121,311,2020-01-22,PayPal
30912,26882,114,300,2020-05-09,PayPal
30913,19698,197,383,2022-04-07,PayPal
30914,4050,39,487,2020-07-14,Bank Transfer
30915,39243,164,182,2023-03-18,Bank Transfer
30916,4831,195,1700,2022-01-20,UPI
30917,19257,127,131,2022-01-01,UPI
30918,10474,41,340,2024-05-03,Bank Transfer
30919,50169,91,4430,2022-01-13,UPI
30920,15712,128,285,2022-11-28,Credit Card
30921,35722,89,65,2022-08-20,UPI
30922,1950,138,472,2024-12-06,Bank Transfer
30923,19549,2,186,2022-04-10,Credit Card
30924,44406,45,451,2023-07-16,Credit Card
30925,5761,19,345,2021-01-16,INVALID
30926,48435,31,322,2022-03-03,UPI
30927,50087,196,116,2023-05-12,Credit Card
30928,24876,175,436,2021-07-10,INVALID
30929,20325,12,485,2020-01-28,Credit Card
30930,30244,163,520,2023-02-26,PayPal
30931,15798,96,366,2024-08-03,PayPal
30932,2170,69,790,2023-11-02,Bank Transfer
30933,51505,107,52,2024-08-12,PayPal
30934,35483,46,3680,2021-04-05,PayPal
30935,26342,39,146,2024-03-26,Bank Transfer
30936,47654,158,374,2023-03-04,Bank Transfer
30937,4237,194,392,2024-02-25,Credit Card
30938,29335,162,1660,2020-04-07,UPI
30939,11708,29,56,2024-06-13,Bank Transfer
30940,54111,7,187,2024-03-27,PayPal
30941,42300,71,386,2021-03-29,UPI
30942,21922,47,421,2023-09-01,PayPal
30943,36262,17,140,2020-05-13,Bank Transfer
30944,31490,13,163,2022-10-03,Bank Transfer
30945,8882,138,193,2024-04-18,Bank Transfer
30946,30300,45,499,2022-05-05,Credit Card
30947,12457,168,213,2020-08-29,UPI
30948,44272,146,346,2023-07-08,INVALID
30949,30156,104,87,2023-12-18,Credit Card
30950,14580,180,470,2023-11-21,UPI
30951,39546,3,1100,2024-12-01,Bank Transfer
30952,52670,95,332,2022-12-20,INVALID
30953,40379,113,170,2021-09-24,Bank Transfer
30954,14093,187,412,2024-06-15,Credit Card
30955,2438,198,52,2020-02-12,Bank Transfer
30956,32094,151,198,2020-03-26,PayPal
30957,39350,88,282,2022-11-02,PayPal
30958,31302,90,90,2021-01-03,UPI
30959,11535,140,160,2022-12-12,Credit Card
30960,43245,51,398,2024-04-01,Bank Transfer
30961,10550,5,479,2023-08-07,Bank Transfer
30962,2066,88,487,2022-01-15,PayPal
30963,54592,151,208,2024-07-24,PayPal
30964,30849,32,483,2024-11-11,UPI
30965,29591,44,71,2020-05-29,PayPal
30966,23916,67,269,2023-05-04,INVALID
30967,233,13,342,2022-07-11,UPI
30968,5492,146,371,2022-10-26,PayPal
30969,29261,102,176,2023-11-03,Credit Card
30970,15517,36,83,2024-01-29,Bank Transfer
30971,21908,20,162,2020-12-26,PayPal
30972,270,4,108,2022-01-06,Credit Card
30973,10377,158,221,2024-08-26,Bank Transfer
30974,8199,178,357,2023-08-21,PayPal
30975,55122,15,196,2023-06-12,Credit Card
30976,1739,54,384,2022-01-09,Credit Card
30977,15093,62,411,2023-12-15,Bank Transfer
30978,45227,76,229,2023-07-02,Bank Transfer
30979,11165,173,2040,2022-05-06,Bank Transfer
30980,35037,12,452,2021-02-07,Credit Card
30981,13575,143,483,2024-09-12,UPI
30982,51757,45,320,2023-07-01,Bank Transfer
30983,30619,33,90,2022-02-13,Credit Card
30984,9282,125,301,2023-01-13,Bank Transfer
30985,47053,25,317,2024-10-10,PayPal
30986,42817,181,255,2024-05-09,INVALID
30987,34258,190,211,2024-02-24,Bank Transfer
30988,52112,119,291,2021-06-11,Credit Card
30989,48564,121,171,2021-01-23,Credit Card
30990,34615,5,173,2020-04-11,Bank Transfer
30991,17199,107,480,2023-02-16,UPI
30992,41331,39,1050,2023-11-21,UPI
30993,44571,107,340,2024-03-14,UPI
30994,4557,114,268,2024-01-09,INVALID
30995,21708,109,311,2024-11-10,INVALID
30996,39265,82,4170,2024-12-27,INVALID
30997,40404,55,347,2021-01-24,UPI
30998,1333,185,323,2021-09-28,Credit Card
30999,25570,75,112,2020-10-25,Bank Transfer
31000,7491,61,145,2021-06-02,Bank Transfer
31001,1471,125,358,2021-01-11,PayPal
31002,1550,174,440,2022-01-17,UPI
31003,38182,10,459,2021-04-08,UPI
31004,25116,73,358,2021-05-13,Bank Transfer
31005,46510,164,230,2023-07-15,Bank Transfer
31006,39659,54,142,2022-06-14,UPI
31007,51686,136,395,2024-04-29,Credit Card
31008,44288,124,92,2021-12-08,PayPal
31009,3032,151,216,2021-03-09,PayPal
31010,33275,37,76,2021-05-14,UPI
31011,817,106,421,2020-03-30,PayPal
31012,18060,140,320,2024-07-05,Credit Card
31013,47779,175,145,2023-02-24,Credit Card
31014,29120,183,427,2020-01-10,Bank Transfer
31015,54116,160,161,2023-07-26,UPI
31016,758,104,484,2023-07-16,UPI
31017,412,30,415,2020-07-21,INVALID
31018,51900,40,1530,2021-03-18,PayPal
31019,21735,12,400,2024-09-16,PayPal
31020,14461,96,69,2021-11-05,Bank Transfer
31021,29883,149,121,2021-06-19,Bank Transfer
31022,34388,160,283,2021-09-08,UPI
31023,44404,21,229,2024-11-08,UPI
31024,30522,131,610,2023-09-29,Bank Transfer
31025,16280,171,497,2021-06-05,Credit Card
31026,20854,82,473,2020-05-14,PayPal
31027,49964,199,338,2021-08-17,PayPal
31028,36907,50,373,2024-01-09,INVALID
31029,6322,186,144,2021-10-01,UPI
31030,41852,178,223,2022-08-31,Bank Transfer
31031,18244,170,119,2020-03-19,PayPal
31032,38336,200,418,2022-05-05,Credit Card
31033,15749,197,352,2022-03-25,Credit Card
31034,8428,174,401,2024-10-20,Bank Transfer
31035,14752,199,487,2024-07-21,UPI
31036,22427,154,424,2023-11-01,UPI
31037,1001,76,168,2024-07-10,Bank Transfer
31038,12042,34,2400,2021-08-08,UPI
31039,13127,191,275,2022-07-12,Bank Transfer
31040,47861,107,417,2022-03-30,PayPal
31041,11130,170,298,2020-07-31,UPI
31042,36625,93,237,2024-07-07,UPI
31043,50909,83,432,2024-02-08,PayPal
31044,47246,5,89,2023-06-03,INVALID
31045,39397,87,54,2024-11-05,UPI
31046,32265,52,1800,2020-05-08,PayPal
31047,14320,12,155,2024-06-18,Credit Card
31048,36368,50,230,2023-04-16,PayPal
31049,47931,138,486,2023-05-01,PayPal
31050,10913,25,484,2023-06-17,Bank Transfer
31051,27253,22,363,2023-12-24,PayPal
31052,8077,138,280,2021-03-02,Credit Card
31053,3235,64,720,2022-05-25,PayPal
31054,52623,108,210,2020-10-10,Bank Transfer
31055,17350,11,1940,2021-05-20,PayPal
31056,9322,67,385,2021-02-27,Credit Card
31057,6596,33,232,2020-11-29,Credit Card
31058,33939,110,211,2024-07-15,Credit Card
31059,54552,11,3130,2024-03-21,Credit Card
31060,40912,54,419,2023-02-23,Credit Card
31061,12051,104,181,2024-01-19,Credit Card
31062,22187,114,176,2022-05-18,Bank Transfer
31063,35939,192,139,2020-11-10,UPI
31064,34245,163,154,2024-10-16,Bank Transfer
31065,12518,166,181,2023-07-18,Credit Card
31066,42326,146,478,2021-11-14,PayPal
31067,31818,144,222,2021-01-15,UPI
